text,vulgar,threat,insult,neutral
সাদিকদের আগামী ১০০ বৎসর মনে রাখবে ঢাবি। এমন শিক্ষাবান্ধব কাজ করে যাবে ।,0,0,0,1
এই টাকাটা ছাত্রলীগ আর ছাত্রদলের ফান্ডে দিলে কি হইত,0,0,0,1
অসাধারণ কাজ,0,0,0,1
সত্যের জয়,0,0,0,1
ভাই এসব করে লাভ নাই। মুক্তিযুদ্ধ করতে হবে,0,0,0,1
এমন প্রতিটি প্রতিবেদন আমাদের আত্মার প্রশান্তি। বিরামহীন এই ছুটে চলা অব্যাহত থাকুক।,0,0,0,1
সাদিক ভাই মানেই জাতির জন্য নতুন কিছু।,0,0,0,1
সাবাস বেটা এমন কাজ করে দেখাবে যেটা মানুষ সবসময় মনে রাখবে।তোমাদের জন্য শুভ কামনা।,0,0,0,1
আলহামদুলিল্লাহ চমৎকার উদ্যোগ এবং কাজ।,0,0,0,1
আপনারা এমন একটি সংগঠনের প্রতি পুর্ণ আস্হা রাখতে পারেন।সুযোগ পেলেই পাল্টে যাবে বাংলাদেশ ইনশাআল্লাহ।,0,0,0,1
তারা কোন রাজাকার আলবদরকে ক্ষমতায় দেখতে চায় না।,0,0,0,1
মাশাআল্লাহ মারহাবা সুন্দর চমৎকার লাগছে সবাই কে,0,0,0,1
যাহারা মানুষের ভালোর জন্য কাজ করে আল্লাহ তাদের ভালো করবেন ইনশাআল্লাহ।,0,0,0,1
ওয়াদা রক্ষাকারী কে আল্লাহ ভালোবাসেন,0,0,0,1
রাকিব চাচারে কেও ট্যাগ করেন,0,0,0,1
অনেক অনেক ধন্যবাদ। শিবিরের বিকল্প শুধুই শিবির।,0,0,0,1
সাদিক কাইয়ুমরা যা দেখাচ্ছে না আল্লাহ তাদের রহমের চাদরে ঢেকে রাখো।,0,0,0,1
দোয়া ও শুভকামনা রইল,0,0,0,1
টাকলা হামিমরে কেও ট্যাগ লাগা,0,0,1,0
হামীম্বাইয়ের পরামর্শের পর উন্নত,0,0,0,1
হে বিশ্ববিদ্যালয় প্রশাসন দিস ইজ সাদিক কায়েম শো,0,0,0,1
হে বিশ্ববিদ্যালয় প্রশাসন হে হামিম আবিদ পাগলা দেখে যাও,0,0,1,0
ছাত্রদলের হোগাই আগুন লেগে যাবে এইগুলো দেখে,1,0,0,0
এই টাকা কি বিশ্ববিদ্যালয় পেয়েছে নাকি ডাকসু,0,0,0,1
আলহামদুলিল্লাহ যোগ্য লোক নেতৃত্বে থাকলে পরিবর্তন এবং সফলতা আসবেই এটাই তার জলন্ত প্রমাণ।মহান আল্লাহ তাআলা আপনাদের সহায় হোন। এগিয়ে যাক ডাকসু এই দোয়া করি,0,0,0,1
সঠিক মানুষ র্নিবাচিত করেছেন স্টুডেন্টরা,0,0,0,1
তোমাতেই নিরাপদ দেশ,0,0,0,1
নাপা সেন্টার থেকে আপগ্রেড হয়ে ডাকসুর চিকিৎসা সেবা কেন্দ্রটি এখন মেডিক্যাল সেন্টারে রূপ নিচ্ছে।,0,0,0,1
ও ভাইরে ভাই মাশাল্লাহ,0,0,0,1
ভাই তোমাকে যত দেখতেছি তোমার কাজের পরিধি দেখে ততই মুগ্ধ হচ্ছি৷ ইন শা আল্লাহ তোমাদের মতো মানুষের দ্বারা এই ভঙ্গুর বাংলাদেশ মাথা উঁচু করে দাঁড়াবে একদিন৷,0,0,0,1
আপনার হাতেই নিরাপদ,0,0,0,1
ভালো কাজ চালিয়ে যান,0,0,0,1
আধুভাই দের বুকের ব্যাথাটা না বেড়ে যায়,0,0,1,0
সুশৃঙ্খল ছাত্রশিবিরের সুশৃঙ্খল কাজ,0,0,0,1
চোখ ও অন্তর দুটোরই সস্তি ও শান্তি ধন্যবাদ ডাকসু ২৫,0,0,0,1
জাযাকাল্লাহ খায়ের বারাকাল্লাহু ফি হায়াতি,0,0,0,1
তোমরা এমন কাজ করে দেখাওযেন আগামী ১০০ বছর মানুষ মনে রাখে,0,0,0,1
এগিয়ে যাও সাদিক তোমাদের বিরোধীরা ছুঁইতে পারবেনা।,0,0,0,1
আল্লাহ কে বিচার দিলাম।,0,0,0,1
আলহামদুলিল্লাহ। শুভকামনা রইল,0,0,0,1
সবাই যদি এক থাকে ইনশাআল্লাহ এভাবে দেশ আগিয়ে যাবে,0,0,0,1
শিবির সেরা,0,0,0,1
মারহাবা মারহাবা আল্লাহ আপনাদের সুস্থ রাকুক আমিন,0,0,0,1
মাসাআললাহ অনেক সুন্দর,0,0,0,1
সংশ্লিষ্ট সকলকে আন্তরিক ধন্যবাদ,0,0,0,1
এই ভাবে একটি বার দেশটাকে সাজাতে হবে।,0,0,0,1
অসাধারণ অসাধারণ একটা কাজ করেছো তোমরা মন থেকে দোয়া রহিলো,0,0,0,1
চমৎকার কাজ,0,0,0,1
শিবির কি পারে সেটা দেখিয়ে দিল শুভকামনা রইল ডাকসু পরিবারের জন্য,0,0,0,1
যোগ্য ব্যক্তি যোগ্য শাসন।,0,0,0,1
আল্লাহ তোমাদের নেক কাজগুলো কবুল করুক,0,0,0,1
আলহামদুলিল্লাহ শিবির,0,0,0,1
এগিয়ে যাও দুর্বার গতিতে ভাই,0,0,0,1
মাশাআল্লাহ ভাই,0,0,0,1
এই কাজ গুলো আগে কাউকে করতে দেখিনি দেখেছি শুধু মিছিলে হামলা করা।,0,0,0,1
আমার মনে হয় ইতিহাসের পাতায় এই ডাকসুর কথা লেখা থাকবে।,0,0,0,1
দেশের উন্নয়ন দেখলেই ভালো লাগে তাও যদি হয় সেটা মেডিক্যাল সেক্টর,0,0,0,1
দেশের কল্যাণে দশের কল্যাণে আল্লাহ আপনাদেরকে কবুল করুক।,0,0,0,1
মা শা আল্লাহ অনেক সুন্দর হয়েছে ভাই সাদিক কায়েম,0,0,0,1
আপনাদের হাতেই নিরাপদ বাংলাদেশ।,0,0,0,1
বাংলাদেশ ইসলামি ছাত্র শিবির এখন সবার ভালোবাসা,0,0,0,1
যোগ্য লোক নেতৃত্বে থাকলে ভালো পরিবর্তন হবে ভালো কাজ হবে এটাই বাস্তব এটাই স্বাভাবিক। আলহামদুলিল্লাহ দোয়া রইল আল্লাহ তায়ালা যেনো ভালো রাখেন,0,0,0,1
ইন শা আল্লাহ দাড়িপাল্লায় এই বার,0,0,0,1
আলহামদুলিল্লাহ ধন্যবাদ ডাকসু এবং প্রশাসন কে,0,0,0,1
এটা দেখে রাম বাম আর শাহাবাগীরা জ্বলে পুড়ে মরছে। এতদিন তারা যা বলেছিল আজ যে সব মিথ্যা প্রমানিত হচ্ছে। মানুষ তাদের মুখোশের আড়ালে কুৎসিত চেতনার রূপটা চিনে ফেলেছে।,0,0,1,0
ও আল্লাহ রে এরা ত দেখি ৫জি গতির চেয়ে বেশি কাজ করতেছে,0,0,0,1
তুর্কি থেকে এম্বুলেন্স নিয়ে এসেছে ডাকসু। আমরা কি বুঝি না কেন,0,0,0,1
জনতার এই গণজোয়ার থামাবে কে আগামীর বাংলাদেশ ইসলামের বাংলাদেশ ইনশাআল্লাহ,0,0,0,1
শুভ কামনা,0,0,0,1
এদের থেকে শিক্ষা নেওয়া উচিত,0,0,0,1
"বিগত অনেক সরকারই তো এসেছে, ডাকসু নির্বাচনে কারা এরকম কাজ করেছে আমারে দেখাও",0,0,0,1
প্রিয় সাদিক কাইয়ুম ভাই আপনার এই পরিশ্রম যেন আল্লাহ কবুল করে নেন কার সাথে আপনার প্রতি একটি দিস্টি আকর্ষণ আপনি দয়া করে বাংলাদেশ শাহজালাল এয়ারপোর্টের দিকে একটু নজর দেন তাহলে প্রবাসীরা আপনার প্রতি আরো কৃতজ্ঞতা গাপন করবে।,0,0,0,1
যারা বলেন কেউ কাজ করে না তাদের জন্য এই আপগ্রেডই সবচেয়ে বড় জবাব,0,0,0,1
এটা তো কাজ না এটা ইতিহাস লেখা ঢাবি মেডিকেল সেন্টার এখন শুধু ভবন না হাজারো শিক্ষার্থীর ভরসার জায়গা হয়ে উঠছে।২ কোটি ৭৫ লক্ষ টাকার আধুনিক চিকিৎসা সামগ্রী অ্যাম্বুলেন্স থেকে এক্সরেসব মিলিয়ে মনে হচ্ছে অবশেষে কেউ বুঝেছে শিক্ষার্থী সুস্থ থাকলে দেশ সুস্থ থাকবে।,0,0,0,1
ইনশা আল্লাহ ভাই এগিয়ে যান সকল ধর্ম বর্ণের মানুষ আপনার সাথে আছে ।,0,0,0,1
মধুর ক্যান্টিনের টয়লেটের অবস্থা ভয়াবহ।,0,0,0,1
মাশাআল্লাহ ভাই এগিয়ে যান।,0,0,0,1
হামিম কে কান ধরে নিয়ে আইসা দেখান।,0,1,0,0
আলহামদুলিল্লাহ ধন্যবাদ ডাকসু পেনেলকে,0,0,0,1
হে বিশ্ববিদ্যালয় প্রশাসন,0,0,0,1
এদের জন্য মন থেকে দোয়া ছাড়া আর কিছুই বের হয় না।,0,0,0,1
এইটাই শিবির,0,0,0,1
সারাদিন গালি স্লাটশেমিং কুরুচিপূর্ণ ফটোকার্ড দেখেও কিভাবে এতো কিছু করা সম্ভব আরো ইতিবাচক পরিবর্তন হোক এটাই চাই,0,0,0,1
এগুলো কী ছাত্রদের কাজ রিজভি,0,0,0,1
আলহামদুল্লিলাহ্। একমাত্র মহত ও বালো কাজ বাংলাদেশ জামাতি ইসলামি ও ছাএ শিবির দারাই সম্ভব।,0,0,0,1
যোগ্য লোকদের নির্বাচিত করলে কি কি পরির্বতন হয় ডাকসু তার সামান্য মডেল প্লে করছে মাত্র।পিকচার আবি বাকীহে,0,0,0,1
শুভ কামনা রইলো,0,0,0,1
সর্বকালের সেরা ভিপি সাদিক কায়েম,0,0,0,1
মিথ্যার কবি দেখে যাও,0,0,1,0
আগামির বাংলাদেশ সাদিক কাইমদের শুভকামনা রইল,0,0,0,1
এধরণের ইউনিক কাজ একমাত্র জামায়াত শিবির কে দিয়েই সম্ভব,0,0,0,1
আরে ভাই কি শুরু করলি,0,0,0,1
যোগ্য লোকগুলো যোগ্য জায়গায় গেলে সব পরিবর্তন হয়ে যাবে ইনশাআল্লাহ,0,0,0,1
মাশাআল্লাহ দায়িত্ব এখন যোগ্য লোকের হাতে।,0,0,0,1
বাংলাদেশের নায়ক,0,0,0,1
ভাই তোমরা এই দেশের সূর্য সন্তান তোমরা হেরে গেলে এই দেশ হেরে যাবে।সকল ষড়যন্ত্র মোকাবেলা করে সামনের দিকে এগিয়ে নেবে এই দেশ কে।,0,0,0,1
দোয়া রইল সাদিক কায়েম,0,0,0,1
দোয়া ও শুভকামনা রইল,0,0,0,1
ডাকসু তার যোগ্য নেতৃত্ব খুঁজে পেয়েছে। তাই বিশ্ববিদ্যালয়ের প্রতিটা সেক্টরই তাদের যৌবন ফিরে পাচ্ছে। এগিয়ে যাও ডাকসু টিম।,0,0,0,1
আলহামদুলিল্লাহ,0,0,0,1
এগিয়ে যাও ভাই ইনশাআল্লাহ আল্লাহ আপনাদের সহায় হবেন,0,0,0,1
আমরা বাংগালী কিভাবে বুঝবেন আমরা ভালো কাজের ও সমালোচনা করি আমরা কারো ভালো পছন্দ করিনা কারো উন্নতি দেখলে আমাদের হিংসা হয় আমরা দলকানা আমরা কোনদিন ও দেশকানা হতে পারবোনা।,0,0,1,0
শুধু ঢাকা ভার্সিটি তেই কেন অন্য ভার্সিটি তে কেন উন্নয়ন দেখিনা।,0,0,0,1
প্রিয় ডাকসু নেতৃবৃন্দ আপনারা চাইলে মলধার বসু মেঘমল্লার গাঞ্জুট্টি আবিদদের জন্য একটা মাদকাসক্তি নিরাময় কেন্দ্রের ব্যবস্থা করতে পারেন,1,0,0,0
৭১ এর চেতনায় এসব ছিলো না।,0,0,0,1
"কেনো এমন করা হলো, সাদিক কায়েমকে জবাব দিতে হবে।",0,0,0,1
দলমত নির্বিশেষে শেখ মুজিব একজন সমোহনী নেত্রীত্বের অধীকারী ব্যক্তিত্য ছিলেন। হাজার বছরের শেষ্ঠ বাঙালি তাকে কটাক্ষ করার কোনো সুযোগ নেই। জাতির শেষ্ঠ সন্তান তিনি।,0,0,0,1
একজন বঙ্গবন্ধু অন্যজন ইলিয়াসের বন্ধু। ইতিহাস ইলিয়াস কে মনে রাখবে।,0,0,0,1
বিএনপির জন্য এটাই শেষ নির্বাচন।ইসলামী শক্তি যদি একবার ক্ষমতায় উঠতে পারে মানুষ ন্যায় শান্তি আর স্বচ্ছতার স্বাদ পাবে।তখন আগামী ৫০ বছরেও বিএনপিকে কেউ ভোট দেবে না এটাই কঠিন সত্য।,0,0,0,1
ইলিয়াস ভালো করে সব সাজাতে পারে,0,0,0,1
মাওলানা ভাষানী,0,0,0,1
অসংখ্য ধন্যবাদ,0,0,0,1
ধন্যবাদ আপনাকে,0,0,0,1
১৫ ই আগস্টের ঘটনার জন্য মেজর ডালিমকে রাষ্ট্রীয় সম্মাননা দেওয়া উচিত,0,0,0,1
এ দেশ স্বাধীন করেছে বাংলার মুক্তি যোদ্ধা রা কিন্তু অবদান সব চাইতে বেশি শেখ মুজিবর রহমান এর,0,0,0,1
জেগেছে এবার কৃষকশ্রমিক জেগেছে মাঝিমাল্লা।সৎ লোকের শাসন হবে জিতবে দাঁড়িপাল্লা।,0,0,0,1
ইলিয়াসকে ধন্যবাদ সত্য প্রকাশ করার জন্য ইতিহাস কাউকে ক্ষমা করে না,0,0,0,1
১০০ সত্যি কথা,0,0,0,1
সত্য বিশ্বাস হয় বিশ্লেষণ করতে হয়না,0,0,0,1
মিথ্যার মুখোশ উন্মোচিত করায় ইলিয়াস ভাইকে ধন্যবাদ। ইনকিলাব জিন্দাবাদ মুজিববাদ মুর্দাবাদ।,0,0,0,1
ধন্যবাদ ইলিয়াস ভাই আপনাকে বিদেশে বসে বসে দেশ চালানোর জন্য,0,0,0,1
স্কুল লাইফে এই ভাবে রচনা মূলক প্রশ্নের উত্তর দিতাম যেগুলোতে পার্থক্য উল্লেখ্য করতে হতো,0,0,0,1
সঠিক ইতিহাস তুলে ধরার জন্য ধন্যবাদ,0,0,0,1
মাওলানা ভাসানী সাহেব যিনি বলেছিলেন ভারত যে বাংলাদেশের জাতশত্রু সেটা যে প্রজন্ম বুঝতে পারবে তারাই এই জাতির শ্রেষ্ঠ সন্তান।,0,0,0,1
মেজর ডালিমের ডাকে সাত কোটি বাঙালি একত্রিত হয়েছিলো এবং রেসকোর্স ময়দানে ৪৫ লক্ষ বাঙালির সামনে বজ্রকন্ঠে মেজর ডালিম স্বাধীনতার ডাক দিয়েছিলেন,0,0,0,1
স্ক্রিনশট নেওয়া হয়ে গেছে আর পোস্ট ডিলিট করে লাভ নাই,0,0,0,1
না জানার অনেক বিপদ,0,0,0,1
শান্তির ছেলের শান্তি র মতো কথা,0,0,0,1
ইলিয়াস বিন ডালিম।,0,0,0,1
অসাধারণ যুক্তিসঙ্গত বিশ্লেষণ স্বরুপ পোস্ট।,0,0,0,1
মেজর ডালিমকে দেশে এনে রাষ্ট্রের সূর্য সন্তান উপাধি দেয়া হোক ইনকিলাব জিন্দাবাদ,0,0,0,1
এটাই চুড়ান্ত বাস্তব সত্যি,0,0,0,1
কন্ডম দুর্ঘটনায় জন্ম নেওয়া ভাই আপনি আগুন সঠিক বলেছেন আপনি।ধনকিলাব জিন্দালাশ,1,0,1,0
এই ২ টা ছবি এক সাথে তুলনাই হয়না।,0,0,0,1
তরুণ প্রজন্ম জামাতকে ক্ষমতায় দেখতে চায়,0,0,0,1
মেজর ডালিম,0,0,0,1
ধন্যবাদ ভাই,0,0,0,1
লা জবাব পোস্ট,0,0,0,1
ইলিয়াসের মায়ের লাং ডালিম,1,0,1,0
সত্য কথা,0,0,0,1
এটাই সঠিক,0,0,0,1
তারমানে বর্তমানে ইউনুস এর থেকে ওয়াকার এর সম্মান বেশী,0,0,0,1
তুমি ইবলিস জাতির পিতা,0,0,1,0
ইজ্জত মারলি রে,0,0,1,0
মনু এটা কি শুনাইলা,0,0,0,1
হাজার বছরের শ্রেষ্ঠ বাঙালি,0,0,0,1
পাগলের প্রলাপ।।,0,0,1,0
সহমত পোষণ করছি,0,0,0,1
একজন মুক্তিযুদ্ধ করেও নাম পাননি আর একজন বসে বসে মুক্তিযুদ্ধের সব ক্রেডিট নিজের নামে করে নিয়েছে,0,0,1,0
বাংলার বীর সন্তান মেজর ডালিম,0,0,0,1
তারপর ও কেউ বলবে তিনি জাতির হোগা,1,0,1,0
শান্তির ছেলে,0,0,0,1
এটাই বাস্তব,0,0,0,1
কই লিয়াকত আলী কই জুতার কালি।,0,0,1,0
এটাই সত্য এটাই বাস্তবতা,0,0,0,1
অসাধারণ রাইট,0,0,0,1
এ দুজনের তুলনামূলক বিচারে বলা যায় মেজর ডালিমের স্থান নিঃসন্দেহে অনেক উপরে,0,0,0,1
সঠিক বলার জন্য ধন্যবাত,0,0,0,1
এই ইতিহাস গুলো বাংলাদেশের তরুণ প্রজন্মের কাছে অজানা ছিল ২০২৪ এসে সকলের চোখ খোলে গেছে ।,0,0,0,1
মুক্তিযুদ্ধের ৯০ ইতিহাস মিথ্যা,0,0,0,1
পিপিলিকাও একটা পাখি আর ইলিয়াস গার্বেজটাও একটা সম্বাদিক।,0,0,1,0
ডালিম ভাই এর আগমন শুভেচ্ছার স্বাগতম,0,0,0,1
প্রিয় দেশ প্রেমিক ইলিয়াস ভাই,0,0,0,1
সত্য সমাগত মিথ্যা বিতাড়িত,0,0,0,1
অসাধারন তুলনা,0,0,0,1
অনেক অনেক দোয়া মেজর ডালিমের জন্য,0,0,0,1
ডালিমের আরেক্টা অর্জন ইলিয়াসের মা কে স্পার্ম ডোনেট করা,1,0,1,0
বাস্তবতা আসলেই কঠিন,0,0,0,1
সত্য উন্মোচিত হচ্ছে,0,0,0,1
বঙ্গবন্ধু এতো খারাপ না সমাজ বিজ্ঞানে পড়েছি,0,0,0,1
হেডা লিখেছো,1,0,1,0
খুবই গুরুত্বপূর্ণ কথা,0,0,0,1
ইতিহাস বিকৃতি করার চেষ্টা,0,0,0,1
এগুলো বেশি করে প্রচার করা প্রয়োজন,0,0,0,1
সাংবাদিক এ তো পুরাই বি এন পি,0,0,0,1
তাহলে মুজিবের থেকে ডালিমের কৃতিত্ব বেশি,0,0,0,1
ইলিয়াসের পিতা ও জনক ডালিম,0,0,0,1
ঠিক বলেছেন,0,0,0,1
ডালিমের পরকিয়ার ফসল ইলিয়াস।,0,0,1,0
ইলিশের দাম কি পইড়া গেল নাকি,0,0,0,1
মানুষ চলে যাবে কিন্তু যুগে যুগে থেকে যাবে স্বৈরাচারে স্বৈরাচারীর ইতিহাস,0,0,0,1
ইলিয়াস মানেই বাস্টার্ড,1,0,1,0
সবাই শেয়ার করে সত্যিটা জানিয়ে দিন সবাইকে।,0,0,0,1
এগুলাই ইতিহাস,0,0,0,1
পার্থক্যটা আমরা এই ডিসেম্বর মাসেই পাইতেছি ১৬ বছর কেমন ডিসেম্বর কাটিয়েছি আর এটা কেমন কাটাচ্ছি,0,0,0,1
তিতে হলেও সত্য,0,0,0,1
আমি যদি হুকুম দিবার নাও পারি,0,0,0,1
মেথর ইলিয়াসকে জাতির জনক ঘোষণা করা হোক,0,0,1,0
এটি সঠিক নয়।,0,0,0,1
ইলিয়াস মনে মনে সূরা ফাতিহা পাঠ করেন,0,0,0,1
একদম ঠিক,0,0,0,1
হেড়ার পোয়া হেড়া,1,0,1,0
হুমায়ুন আজাদ বলেছিলেন সবকিছু একদিন নষ্টদের দখলে যাবে। এই কথা আজ সময়ের সাথে আক্ষরিকভাবে মিলে গেছে। সবকিছুই এখন নষ্টদের দখলে।,0,0,0,1
পাকি বীজ,0,0,1,0
আপনাদের টার্গেট কি এটা জানি ।,0,0,0,1
হালারা এগুলা কই থেকে নিয়ে আসে,1,0,0,0
সত্য কখনো চাপা থাকেনা প্রকাশ হবেই,0,0,0,1
ভালবাসা অবিরাম,0,0,0,1
ডালিম আবার কবে বীর উত্তম হইলো,0,0,0,1
টোকায় ইলিয়াস,0,0,1,0
প্রিয় বন্ধু শুভ সন্ধ্যা,0,0,0,1
ইলিয়াসের মায়ের ১ নং ভাতার,1,0,1,0
কথা ক্লিয়ার,0,0,0,1
গর্ভকালীন সময় অতিরিক্ত পুনদাইলে ইলিয়াসের মতো বাস্টার্ডের জন্ম হয়।,1,0,1,0
নিজেকে আর নিচে নামাস না ইলিয়াস বংগবন্ধু বাংলাদেশের মহানায়ক। এটা চিরসত্য।,0,0,0,1
সত্য চিরন্তন,0,0,0,1
ভাই আপনার এই কাজটা আমি সমর্থন করলাম না একজন মানুষের প্রিয় মেজর ডালিম স্যার সাথে মানুষেরই তুলনা করতে হয় আপনি এটা ঠিক করেননি।,0,0,0,1
ভাই দেশে এসে রাজনৈতিক দল গঠন করেন।,0,0,0,1
সত্য প্রকাশ হবে এটাই স্বাভাবিক,0,0,0,1
বেজন্মা,0,0,1,0
শেখ মুজিব সম্পর্কে কিছু বলবেন না বইয়ে পড়েছিলাম তিনি খুবই ভালো মানুষ ছিলেন।,0,0,0,1
এটাই সঠিক ইতিহাস,0,0,0,1
দল মত র্নিবিশেষে শেখ মুজিব ছিলো বলে বাংলাদেশ স্বাধীন হয়েছে তবে দেশ স্বাধীনতার পিছনে অনেক মানুষের অবদান আছে,0,0,0,1
সাংবাদিক ইলিয়াস সাহেব ভাই কোটিতে একজন দোয়া ও ভালো বাসা রইলো প্রিয়,0,0,0,1
পাগল ছাগল নতুন করে আমদানী হচ্ছে।,0,0,1,0
সুজুগ কাজে লাগাইছে ভাই দুই বাটপার,0,0,1,0
এগুলো মানুষ বিশ্বাস করে না,0,0,0,1
কিসের সাথে কি তুলনা করে,0,0,0,1
মেজর ডালিমের লিখিত বইগুলো এই প্রজন্মের সবার পড়া উচিত,0,0,0,1
আমার ঘৃনা হয় এই দেশে বাস করি,0,0,0,1
আম তারেকের একটা স্পেশাল এপিসোড চাই,0,0,0,1
পাগল কে পাবনায় ভর্তি করার জন্য বিশেষ ভাবে অনুরোধ করছি,0,0,1,0
আমরা সত্যিটাই জানতে চাই,0,0,0,1
এটাই প্রকৃত ইতিহাস,0,0,0,1
গর্ভকালীন অবস্থায় অতিরিক্ত পোন্দানোর কারণে বাস্টার্ড ইলিয়াসের জন্ম হয়,1,0,1,0
কার সাথে কার তুলনা,0,0,0,1
এইরকম নিউজের সোর্স ইলিয়াসের মায়ের গর্ত,1,0,1,0
যদি রাত পোহালে সোনা যেতো বঙ্গবল্টু মরে নাইইইইইইই।,1,0,0,0
আমার দেখে কেউ হাসবেন না,0,0,0,1
ঘটনা সত্য,0,0,0,1
এটাই আসল ইতিহাস,0,0,0,1
ভাই একজন বীর উত্তমের সাথে কেউ কোনো জুতার ফিতার তুলনা করে,0,0,1,0
সত্য কখনো লুকিয়ে থাকে না,0,0,0,1
ইলিয়াসের আব্বা,0,0,0,1
নতুন ইতিহাস বিদায় দিছে,0,0,0,1
সত্য কোনদিন ধামাচাপা দিয়ে রাখা যায়না এটা প্রমানিত।,0,0,0,1
চটি সাংবাদিক,1,0,1,0
ইতিহাস কাউকে ক্ষমা করে না।,0,1,0,0
এটা সারা বাংলাদেশের মানুষ জানে মুজিব যুদ্ধের সময় সপরিবার নিয়ে পাকিস্তানে চলে যায়,0,0,0,1
ইলিয়াসের বাবা ডালিম,0,0,0,1
বিহারি দের জন্য মতামত,0,0,0,1
আমরা আমাদের দেমাকে টাকার কাছে বিক্রি করে দি আমরা যদি প্রত্যেকটা স্টেপ যদি চিন্তাভাবনা করতাম তাহলে আজ বাংলাদেশের এসব পরিস্থিতি হতো না,0,0,0,1
সহমত ভাই,0,0,0,1
ভাই আপনারা বলতাছেন যুদ্ধই হয় নাই মেজর ডালিমের অবদান দেখে কি হবে।,0,0,0,1
এইসব আপনি কি বলছেন ভাই আমি তো সমাজ বই এ অন্য কিছু পরেছিলাম,0,0,0,1
বাংলাদেশের অভিশাপ।,0,0,1,0
মনগড়া ইতিহাস বিকৃতি করে কি লাভ হবে,0,0,0,1
ইসলামের বিজয় আসবে ইংশাআল্লাহ,0,0,0,1
ইতিহাস সেটাই বলছে,0,0,0,1
লেফটেন্যান্ট কর্নেল শরীফুল হক ডালিম বীর উত্তম,0,0,0,1
হত্যা নয় ভাই নিকেশ করছিল।,0,0,0,1
ইতিহাসের মহানায়ক কর্ণেল সৈয়দ ফারুক রহমান জীবন নিয়ে একটি পূর্ণাঙ্গ এপিসোড বানালে খুশি হতাম।,0,0,0,1
টোকাই ইলিয়াস,0,0,1,0
ধন্যবাদ আসল ইতিহাস স্বরণ করিয়া দেওয়ার জন্য।,0,0,0,1
কথা কিন্তু সত্য। সত্য কোনদিন চাপা থাকে না,0,0,0,1
এমপিওভুক্ত সংযুক্ত এবতেদায়ী মাদ্রাসা ও প্রাইমারী স্কুলের শিক্ষকদের মাঝে গ্রেড বৈষম্য আসমান ও জমিন।এ নিয়ে কিছু লেখা বা বলার আপনার যদি একটু সময় হতো।,0,0,0,1
সেই হয়েছে,0,0,0,1
আর মুক্তিযুদ্ধে নেতৃত্ব দিছিলো প্রিয় আলেম ইলিয়াচুর রহমান,0,0,0,1
ইলিয়াসের কথাই সঠিক,0,0,0,1
ইলিয়াসরাও মানুষ এটাও মানতে হয় আর এদেরকে যারা সমর্থন করে তারাও মানুষ,0,0,0,1
তরমা হেডা,1,0,0,0
রাইট ব্রো,0,0,0,1
আমি ৩০ লাখ শহিদের তালিকা চাই কেনো এই শহিদের তালিকা করা হলো না,0,0,0,1
ভয়ংকর সত্যি যা সবাই জানে না,0,0,0,1
সুন্দর তুলনা হয়েছে,0,0,0,1
বঙ্গবন্ধু শেখ মজিবুর রহমান,0,0,0,1
কত সুন্দর,0,0,0,1
ইলিয়াস পোন দিবিনি,1,0,1,0
আপনি কোন বই থেকে ইতিহাস পড়েন নাম বলেন আমরাও একটু পড়ি নাকি মুক্তিযোদ্ধের কোনো গোপন ভিডিও আছে আপনার কাছে থাকলে দেন।মানুষ দেখুক শেখ মুজিবুর রহমান যে কেমন লোক ছিল।বিখ্যাত ইতিহাসবিদ ডঃ ইলিয়াস স্যার,0,0,0,1
বাহ ভাই বাহ,0,0,0,1
দুনিয়ার অধিকাংশ মানুষই সত্যকে অপছন্দ করেন সূরা মুমিন ৭০,0,0,0,1
এইটা ইলিয়াসের বউয়ের হেডা নে,1,0,1,0
তাহলে তাকে দেশে আনেন না কেনো,0,0,0,1
মানুষই শ্রেষ্ঠ আবার সেই মানুষই নিকৃষ্ট,0,0,0,1
ঠিক বলেছেন ভাই,0,0,0,1
যারা ইতিহাসের ই জানেনা তারাই এই তথ্য দেয়,0,0,0,1
এরকম চার্ট দিয়ে মুজিব এর দোষ বলে শেষ করা যাবে না কয়েকটি দিন সময় দেন বলার নাহয়,0,0,0,1
যদি দুর্নীতি ছাড়া উন্নতি চান।দাড়ি পাল্লায় ভোট লাগান।যদি খুন খারাবি মুক্ত সমাজ চান দাড়ি পাল্লায় আস্থা রাখুন।অনেক ত দেখলেন এইবার না হয় জামাত কে দেখেন।,0,0,0,1
প্রথম হেলিকপ্টার দিয়ে ভোট ডাকাত,0,0,1,0
মাথা মোটা বঙ্গবন্ধু পালালে ভারত যাইতো পাকিস্তান না,0,0,1,0
এইটাই সত্য,0,0,0,1
তোমাকে সহস্র সালাম হে বীর,0,0,0,1
ক্ষণিকের পোলা,1,0,1,0
নতুন কিছু জানতে পারলাম,0,0,0,1
ডালিম ভাই জাতির শ্রেষ্ঠ সন্তান,0,0,0,1
ভাই পরিচিত মানুষ দেখবে বলে আপনাকে মনের মত কমেন্ট করতে পারি না।,0,0,0,1
বিদেশে বসে এইসব করে কি হবে এইটা শেখ মুজিবের বাংলাদেশ শেখ মুজিব বাঙালির হৃদয়ে বাস করে।,0,0,0,1
